date;system_time;cycle_time;data starting; cycle; empty; provided voltage; voltage (mV); current (cA); battery1; battery2; battery3; battery4; battery5; battery6; unknown0; unknown1; capacity (mAh); unknown2
2025-10-22; 16:48:36;2:57:48.878368;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
2025-10-22; 16:48:38;2:57:50.832995;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
2025-10-22; 16:48:40;2:57:52.844013;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:42;2:57:54.854565;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:44;2:57:56.790743;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:46;2:57:58.901484;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:48;2:58:00.911260;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
2025-10-22; 16:48:50;2:58:02.841992;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:52;2:58:04.850571;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:54;2:58:06.860676;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:56;2:58:08.806819;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:48:58;2:58:10.814600;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:49:00;2:58:12.924648;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
2025-10-22; 16:49:02;2:58:14.865044;$1;1;;12000;4197;8;0;0;0;0;0;0;366;0;385;34
2025-10-22; 16:49:04;2:58:16.874928;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
2025-10-22; 16:49:06;2:58:18.828805;$1;1;;12007;4197;8;0;0;0;0;0;0;366;0;385;37
